Feature,Importance
週轉率％_月,2.0047971520057657
高低價差%,1.614809628224137
股價漲跌(元),0.8411707628055597
股價淨值比-TEJ,0.6070046976752761
成交值(百萬元)_月,0.431139762761348
流通在外股數(千股),0.4265047498260854
市值(百萬元),0.3893017885779943
成交量(百萬股)_月,0.2819642216884987
市值比重％,0.22564518426690772
收盤價(元)_月,0.1288589010231634
成交值比重％,0.07949984167744874
股價營收比-TEJ,0.014845387627237586
