Feature,Importance,Std
股價漲跌(元),0.7552280954290548,0.2402570854144198
高低價差%,0.2665447503737404,0.10350834874721586
週轉率％_月,0.004646512136187497,0.005768138242866137
收盤價(元)_月,0.002469424186532254,0.0003868127563125188
股價淨值比-TEJ,0.0012082792963982402,0.00039641170168339633
流通在外股數(千股),5.8012574333243806e-08,2.6077251245928682e-05
市值(百萬元),0.0,0.0
股價營收比-TEJ,0.0,0.0
成交值比重％,0.0,0.0
成交量(百萬股)_月,0.0,0.0
成交值(百萬元)_月,0.0,0.0
市值比重％,0.0,0.0
