Feature,Importance
高低價差%,1.7272724272716935
週轉率％_月,1.3196333952292845
股價漲跌(元),1.1097824333710413
股價淨值比-TEJ,0.5934761139038
成交值(百萬元)_月,0.5467687524445811
市值(百萬元),0.49131641927033276
流通在外股數(千股),0.4038435641490709
市值比重％,0.29041655548976075
成交量(百萬股)_月,0.266634587276448
收盤價(元)_月,0.17921516602315435
股價營收比-TEJ,0.007824414919430327
成交值比重％,0.003908434068072608
