Feature,Importance
高低價差%,2.77219722952606
週轉率％_月,2.3312277487076787
成交值(百萬元)_月,1.3384924239540472
成交量(百萬股)_月,1.0064543136829176
市值(百萬元),0.9463359058199355
股價漲跌(元),0.8729975691723687
股價淨值比-TEJ,0.7737484119687404
市值比重％,0.3704871775878422
流通在外股數(千股),0.18549322124396303
收盤價(元)_月,0.10364543134682999
成交值比重％,0.050042102391993165
股價營收比-TEJ,0.008013164583683301
