Feature,Importance
週轉率％_月,2.828582623193422
高低價差%,2.634002903937271
成交值(百萬元)_月,1.6163072873450182
成交量(百萬股)_月,1.512005765639361
股價漲跌(元),1.0391465718292283
市值(百萬元),0.7831993681455701
股價淨值比-TEJ,0.7713146856841023
市值比重％,0.32649767403260826
流通在外股數(千股),0.18619582688338074
收盤價(元)_月,0.10850488020117481
成交值比重％,0.024145146075885613
股價營收比-TEJ,0.008528280987600332
