Feature,Importance,Std
高低價差%,0.8552173163510055,0.050957018382969385
股價漲跌(元),0.46313639150350916,0.18274405898002283
週轉率％_月,0.017994145010120033,0.009230038909797275
收盤價(元)_月,0.015607781187814262,0.012545448334492523
流通在外股數(千股),0.0,0.0
市值(百萬元),0.0,0.0
股價營收比-TEJ,0.0,0.0
成交值(百萬元)_月,0.0,0.0
市值比重％,0.0,0.0
成交量(百萬股)_月,-0.00014904642942041856,0.0003772072259824827
成交值比重％,-0.00035923010029710324,0.0006082423973926424
股價淨值比-TEJ,-0.0015182927412514923,0.00019905132827445667
