Metric,D1,D2,D3,D4
Mean,10.018919779614327,1.6221273582217157,-1.3070995725277856,-6.218250523415978
Volatility,6.076455037668752,3.4153003064051894,3.5048022195940494,4.409695882378713
Mean-to-Volatility Ratio,1.6488099915996601,0.4749589238695976,-0.3729453163491728,-1.4101313762394154
