Feature,Importance
股價漲跌(元),8.762539
高低價差%,2.3938632
收盤價(元)_月,0.09431564
股價淨值比-TEJ,0.07509978
週轉率％_月,0.010897105
流通在外股數(千股),0.00045130003
市值(百萬元),0.0
股價營收比-TEJ,0.0
成交值比重％,0.0
成交量(百萬股)_月,0.0
成交值(百萬元)_月,0.0
市值比重％,0.0
