date,D1,D2,D3,D4,RLS,best_alpha
2015-03-01,3.440123333333333,0.8999344827586208,-1.2049655172413791,-2.6939100000000002,6.134033333333333,10.0
2015-04-01,14.731670000000001,0.4141620689655174,0.7456482758620689,-1.8306133333333332,16.562283333333333,10.0
2015-05-01,3.1260100000000004,-4.453672413793103,-3.7809827586206897,-5.4586733333333335,8.584683333333334,10.0
2015-06-01,-3.3573766666666667,-4.264055172413793,-5.987572413793104,-5.152463333333333,1.7950866666666667,10.0
2015-07-01,-4.469573333333333,-6.13676551724138,-4.9516,-6.642036666666667,2.172463333333334,10.0
2015-08-01,-4.17936,-5.994437931034482,-5.475048275862068,-6.720206666666667,2.540846666666667,10.0
2015-09-01,8.730306666666667,1.9801551724137931,0.10552413793103445,-2.36454,11.094846666666667,10.0
2015-10-01,11.789073333333333,5.860513793103449,2.9806241379310348,0.3347666666666666,11.454306666666666,10.0
2015-11-01,-0.6415000000000001,-4.943551724137931,-7.083186206896551,-4.00148,3.3599799999999997,10.0
2015-12-01,5.668096666666667,0.2523034482758621,-0.7603793103448276,-1.3432199999999999,7.011316666666667,10.0
2016-01-01,0.15563333333333323,-3.1592206896551724,-2.781593103448276,-4.646946666666667,4.80258,10.0
2016-02-01,6.821953333333334,4.113531034482759,1.939744827586207,0.02119333333333335,6.80076,10.0
2016-03-01,7.769946666666667,2.0027827586206897,2.4065275862068964,-0.9960566666666666,8.766003333333334,10.0
2016-04-01,1.2728333333333335,-2.7091413793103447,-4.388655172413793,-4.73538,6.008213333333334,10.0
2016-05-01,6.359579999999999,-0.44324137931034474,-1.1243827586206898,-2.49255,8.852129999999999,10.0
2016-06-01,7.992623333333333,0.8789137931034483,0.8215517241379311,-1.2483199999999999,9.240943333333334,10.0
2016-07-01,8.727793333333333,5.553531034482758,3.294951724137931,2.4583866666666667,6.269406666666666,10.0
2016-08-01,6.018963333333333,1.9385655172413794,0.08189310344827584,-1.8622966666666667,7.881259999999999,10.0
2016-09-01,4.82474,-0.04610344827586203,-0.8510551724137931,-2.30489,7.129630000000001,10.0
2016-10-01,3.8566366666666667,-1.015203448275862,-0.6688310344827586,-1.4877366666666667,5.344373333333333,10.0
2016-11-01,5.945713333333333,0.42304137931034486,-1.7182793103448277,-1.9812833333333333,7.926996666666666,10.0
2016-12-01,0.4900466666666668,1.5184931034482758,-0.9990965517241379,-0.9223633333333333,1.4124100000000002,10.0
2017-01-01,11.309976666666667,1.3651413793103448,0.013951724137931014,-0.24508999999999997,11.555066666666667,10.0
2017-02-01,7.846583333333333,5.3061827586206896,2.223479310344828,1.4014566666666668,6.445126666666667,10.0
2017-03-01,1.01593,-1.1244827586206896,-1.5506689655172414,-1.6563133333333333,2.6722433333333333,10.0
2017-04-01,1.7742566666666668,-2.699155172413793,-2.307755172413793,-2.1997666666666666,3.9740233333333332,10.0
2017-05-01,8.079936666666667,-0.29606896551724143,-0.7210137931034484,-1.25403,9.333966666666667,10.0
2017-06-01,7.79859,1.271348275862069,0.6296862068965517,-0.28321,8.0818,10.0
2017-07-01,3.4576333333333333,0.7551758620689655,0.40332758620689657,-0.89829,4.355923333333333,10.0
2017-08-01,13.87017,2.428462068965517,0.6568172413793103,-0.27255,14.14272,10.0
2017-09-01,2.473473333333333,-0.4899758620689656,-2.5785379310344827,-2.7658199999999997,5.2392933333333325,10.0
2017-10-01,5.25248,0.43090689655172426,0.799751724137931,-0.9379033333333333,6.190383333333333,10.0
2017-11-01,7.231996666666666,-1.1718620689655173,0.7263344827586207,-2.6152766666666665,9.847273333333334,10.0
2017-12-01,6.5943000000000005,1.1842724137931033,1.0790034482758621,-0.6016333333333334,7.1959333333333335,10.0
2018-01-01,17.70522,1.4139379310344826,1.5940413793103447,-0.09305999999999995,17.798280000000002,10.0
2018-02-01,1.8759833333333333,-1.5253586206896552,-2.3972379310344825,-2.5508433333333334,4.426826666666667,10.0
