Feature,Importance
股價漲跌(元),7.693229
高低價差%,2.219996
收盤價(元)_月,0.32361448
股價淨值比-TEJ,0.053251848
週轉率％_月,0.026517652
成交值比重％,0.0035855044
成交量(百萬股)_月,0.0007064367
流通在外股數(千股),0.00018339769
市值(百萬元),0.0
股價營收比-TEJ,0.0
成交值(百萬元)_月,0.0
市值比重％,0.0
