Metric,D1,D2,D3,D4
Mean,16.4694747107438,12.757461612995156,11.314478540894841,9.523336528925618
Volatility,73.8130517905573,51.56660459270673,42.095648269756644,39.50358332805795
Mean-to-Volatility Ratio,0.22312415367238203,0.24739774343799814,0.2687802422803798,0.24107525765040005
