Metric,D1,D2,D3,D4
Mean,16.29133591427504,10.907912132393472,11.374097387652837,10.426836539732601
Volatility,62.353481274835175,46.82080947934756,43.557606655745445,52.09187063690824
Mean-to-Volatility Ratio,0.2612738788788358,0.23297145550644316,0.2611276941257869,0.20016245168867017
