Feature,Importance,Std
高低價差%,0.7789295173807752,0.0766418584015579
股價漲跌(元),0.7289902177882631,0.10594316669446177
週轉率％_月,0.007922512574927487,0.0020293709701648794
收盤價(元)_月,0.0008544745115477426,0.00040149309115628174
股價淨值比-TEJ,0.00021317997625012187,8.43885686219886e-05
流通在外股數(千股),0.0,0.0
市值(百萬元),0.0,0.0
股價營收比-TEJ,0.0,0.0
成交值比重％,0.0,0.0
成交量(百萬股)_月,0.0,0.0
成交值(百萬元)_月,0.0,0.0
市值比重％,0.0,0.0
