Feature,Importance,Std
股價漲跌(元),0.9626156765480568,0.1879404951767909
高低價差%,0.41695783583616697,0.024611852489984952
收盤價(元)_月,0.0,0.0
週轉率％_月,0.0,0.0
流通在外股數(千股),0.0,0.0
市值(百萬元),0.0,0.0
股價淨值比-TEJ,0.0,0.0
股價營收比-TEJ,0.0,0.0
成交值比重％,0.0,0.0
成交量(百萬股)_月,0.0,0.0
成交值(百萬元)_月,0.0,0.0
市值比重％,0.0,0.0
